x1,x2,target,balke_lb,balke_ub,cpid_lb,cpid_ub,cpid_time_sec
1,0,P(Y_1=1) - P(Y_0=1),-0.1946,0.0054,-0.58740815396,0.41259184569999996,0.11796402931213379
