x1,x2,target,balke_lb,balke_ub,cpid_lb,cpid_ub,cpid_time_sec
1,0,P(Y_1=1),0.4080314162655181,0.5118655518959547,0.40803142,0.9994932857000001,0.24117469787597656
0,0,P(Y_0=1),0.4861920445908285,0.5874081580947556,0.58690144,0.99543957396,0.24117469787597656
