x1,x2,target,balke_lb,balke_ub,cpid_lb,cpid_ub,cpid_time_sec
1,0,P(Y_1=1) - P(Y_0=1),0.262,0.868,-0.35700000000000004,0.9339999999999999,0.1600198745727539
