x1,x2,target,sachs_lb,sachs_ub,cpid_lb,cpid_ub,cpid_time_sec
1,0,P(Y_1=1) - P(Y_0=1),-1.0,0.8188109380791342,-0.5922,0.4078,0.06712007522583008
